major_coordinate,path_row_zero_based,reference_flow,raw_solution
318,1276,1959.734640997024,499.97473449861286
319,1282,799.9999999529101,199.9682388799149
320,1294,800.0000000107162,199.84170518896053
321,1301,1997.763737381072,499.9228261354272
322,1310,2397.7651966316816,599.946542159874
323,1313,4000.0,999.9999999826025
324,1314,16000.0,3999.9999999892507
325,1316,5378.520646009719,1399.960616902071
326,1320,2690.7742563411057,697.7535676195743
327,1327,2775.864420568661,693.5495484076469
328,1328,5200.0,1299.999999974805
329,1329,4800.0000000065465,1199.9999999599527
330,1331,6000.0,1499.9999999865342
331,1333,797.789181333959,199.92740220308698
332,1337,3200.0,799.9999999974203
333,1338,4397.877324578121,1099.9833439975087
334,1340,3200.0,799.9999999947041
335,1341,10400.0,2599.9999999971815
336,1342,2411.63317546834,975.6317382273363
337,1345,624.1372123939625,351.87153681119815
338,1348,1504.0818338061802,499.78144548472847
339,1356,1152.89342613935,399.9056171559986
340,1363,468.7288669368312,199.74962743442896
341,1368,2620.557448997864,799.9221869262976
342,1372,1505.5782995996915,499.89393407981635
343,1375,3007.142957192525,899.9244818188209
344,1377,5600.0,1399.9999999992604
345,1378,8800.0,2199.999999926357
346,1379,5600.0,1399.9999999669183
347,1380,17600.0,4399.999999973566
348,1381,5600.0,1399.9999999622466
349,1384,2799.999999991336,699.9777887286779
350,1390,2400.000000009808,596.8380096786592
351,1398,2800.000000018594,699.562815391101
352,1402,4800.00000000653,1199.9975458900801
353,1404,11200.0,2799.999999974896
354,1405,2000.0,499.9999999997251
355,1406,5200.0,1299.9999999644444
356,1407,6400.000000008028,1599.9488268607558
357,1410,2400.0000000105742,599.8144923356907
358,1416,4800.0000000171385,1199.9304817280715
359,1421,2000.000000048595,495.2582199119921
360,1431,1200.0000000128448,295.0553525524811
361,1446,1592.78642271877,399.8587462019374
362,1450,503.2300494460258,199.89686189472138
363,1456,389.1113001533551,99.84566464779863
364,1465,1977.2426446418492,499.96613615017
365,1473,800.0000000359908,199.9665976838178
366,1477,1506.7533854496685,499.89735168349483
367,1479,4000.000000003872,999.9908714433955
368,1481,4956.970655111113,1399.8981191777034
369,1484,3600.0000000077243,899.9971226830766
370,1486,15600.000000007723,3899.99999998851
371,1488,4000.000000018196,999.9835159556878
372,1492,2400.0000000520354,597.6556717143327
373,1508,2000.0000000527052,496.8027179120032
374,1511,2800.00000000868,699.5666813718038
375,1513,6000.0,1499.9999999869904
376,1514,11200.0,2799.9999999734237
377,1515,2400.0,599.9999999731488
378,1516,6800.0,1699.9999999895483
379,1518,6799.999999983723,1699.9488268339665
380,1522,1915.768557739715,599.4926565872983
381,1523,6799.999999995542,1699.949091556117
382,1525,1360.0094282489963,578.2953648487264
383,1539,454.7763193471056,265.0270088873344
384,1541,399.99999946590606,99.90940994628575
385,1548,399.9999998701429,99.98343902130901
386,1552,399.99999991254106,99.99122527584521
387,1554,800.0,199.99999999953513
388,1555,1200.0,299.99999996102497
389,1557,800.0000000075519,199.99632416600815
390,1558,2800.0,699.9999999732852
391,1559,799.9999999764253,199.99640251883417
392,1562,799.9999996094978,198.32140538337248
393,1571,399.9999998598754,97.46984688024277
394,1582,377.6724340729744,97.95621651916979
395,1592,789.2555551530293,199.94503065586716
396,1596,2000.0,499.9999999997188
397,1597,2400.0,599.9999999746151
398,1599,1200.000000005544,299.99522543654655
399,1600,1600.0,399.99999999747905
400,1601,399.99999998576857,99.95834060668258
401,1604,1200.000000000539,299.98217227103186
402,1607,400.0000000053944,97.86940580670661
403,1623,1193.4513065617057,299.78201490903456
404,1626,399.99999992357294,99.9031381888666
405,1631,777.012159023887,199.8711456617882
406,1640,399.99999995567407,99.8002239225539
407,1650,800.000000011032,199.97680274738448
408,1652,1600.0000000129264,399.97780987202333
409,1656,2800.000000011032,699.9780084770165
410,1658,1600.000000002973,399.986518862784
411,1661,7200.000000002972,1799.992273466999
412,1665,1493.178278666008,399.9384658600327
413,1672,1117.6328927213472,296.78598525815005
414,1684,1175.1764907714178,291.6196017964853
415,1687,1200.0,299.99999997224705
416,1688,3200.0,799.999999997442
417,1689,5200.0,1299.9999999625375
418,1690,6800.0,1699.9999999891138
419,1692,1200.000000005516,299.99008088567155
420,1693,4800.0,1199.999999984402
421,1694,1599.999999979265,399.87805341085726
422,1697,4799.999999995542,1199.9515493280746
423,1699,641.0009117267292,284.3614585949113
424,1704,138.5026610580741,73.90936429928114
425,1711,1199.999999764759,298.23336986585156
426,1720,399.9999999286658,99.95670280199286
427,1724,1199.99999983089,299.92060840127994
428,1734,399.9999998730568,99.9187528481823
429,1743,1199.9999999206034,299.9682765156948
430,1746,2000.0,499.9999999970644
431,1747,3599.999999920604,899.9694822453522
432,1755,2400.00000007178,599.9183438006949
433,1760,3070.0075788122067,1181.6331165017655
434,1762,6919.111510964809,1318.3625081239877
435,1770,1484.643455175869,597.9247010083127
436,1775,1999.9999999933327,498.3353104771442
437,1785,2399.9999999605698,598.3687886190289
438,1790,1977.1048589288305,498.46415082989574
439,1798,4389.144727934222,1099.9932782703695
440,1800,6400.000000008023,1599.9956044094085
441,1803,6799.999999982721,1699.9971226731495
442,1804,1600.0,399.99999999752924
443,1805,4800.0,1199.9999999841216
444,1806,4799.999999977855,1199.9840606000014
445,1808,9600.0,2399.999999991601
446,1809,2799.9999999843217,698.4938608449542
447,1813,1599.9999999557087,399.19807558888203
448,1816,400.0000000060712,97.69527462067738
449,1820,800.000000008699,198.33201935089272
450,1831,400.00000001399945,99.11306923035491
451,1840,399.9999999252617,99.80825207085995
452,1850,799.9999999932503,199.92264111980728
453,1854,1599.9999999252618,399.8136761083106
454,1864,1200.0000000392397,298.45906178094145
455,1872,4800.000000008289,1199.9999999862364
456,1874,869.1031770452005,399.6807463974235
457,1879,1199.9999999987824,299.19452623961394
458,1881,2400.0,599.9999995064755
459,1882,1260.236678429967,399.94348310998527
460,1885,3200.0,799.99999999716
461,1887,2400.000000011952,599.9476712884947
462,1895,1967.4856512091335,599.9802057934871
463,1896,399.9999999871501,99.97167207656929
464,1899,1599.999999978263,399.9908096875886
465,1902,4799.999999979235,1199.9883850331528
466,1904,7200.0,1799.9999999998458
467,1905,2518.733168523452,699.9868867828411
468,1907,2000.0,499.9999998458188
469,1908,903.3081356064278,378.60853806574704
470,1926,400.00000005456974,99.79779263925016
471,1928,206.36700311629664,88.67548280816231
472,1939,1492.9080505393938,393.9476659545631
473,1947,799.999999810541,199.07381871901055
474,1957,799.9999999246462,199.79450675651697
475,1967,2000.000000005641,499.91509799785064
476,1971,1999.999999945956,499.7726660487068
477,1981,2800.000000008288,699.9968579725792
478,1983,10400.0,2599.999999986565
479,1986,3736.812365754016,1098.9136694986073
480,1989,1703.3032777945534,673.2900171536161
481,1993,3456.358344279363,1.6481741714430801e-09
482,1994,1743.6416557206371,1299.9999995761896
483,1996,4553.930658650616,1199.2407333581277
484,1998,10400.0,2599.9999999973143
485,2000,4800.000000016701,1199.9466836563595
486,2004,6799.999999995542,1699.9852430591654
487,2006,1200.000000000107,299.964393662989
488,2009,4799.999999995542,1199.9905449793669
489,2011,9600.0,2399.9999999901697
490,2012,7200.0,1799.9999999975225
491,2013,8400.0,2099.9999999497313
492,2014,2853.1685186509167,1068.439891450057
493,2016,1199.9999999617828,299.96946520844784
494,2020,399.99999995431705,99.97231138074889
495,2024,1968.8644866704967,499.0894035003212
496,2027,370.8514364794876,97.63840754455762
497,2043,370.8513858154501,97.6029820645706
498,2046,800.0000000293696,196.7941777892766
499,2056,1199.9999999360043,297.6433929721751
500,2070,2000.000000037385,497.21152599023077
501,2077,4082.73171692156,401.35365642600954
502,2078,1961.520988570325,1397.5935276939124
503,2081,5200.0,1299.999999939944
504,2082,2800.0,699.999999627328
505,2083,3200.0,799.9999996281064
506,2084,4400.0,1099.9999999750412
507,2085,2530.065818781076,979.8112234829372
508,2090,2000.0000000420991,497.2070102482666
509,2098,1409.4647506686697,581.5459383298336
510,2106,400.0000000045305,97.65715682236589
511,2113,653.7537594509845,286.6662440175817
512,2118,2799.9999999834718,698.2603241169382
513,2122,2521.10908982751,699.7333355363653
514,2124,8400.0,2099.999999947007
515,2125,2800.0,699.9999999674496
516,2126,400.0,99.99999965878688
517,2127,800.0000000054815,199.16686342072225
518,2131,400.0000000632245,97.27587570400942
519,2140,399.9999999933455,96.59096235466765
520,2149,799.9999998979822,198.019772584637
521,2165,800.0000000479816,195.45082305012215
522,2169,1186.846548170117,727.6063822076593
523,2179,2400.000000005323,599.923735976587
524,2181,2000.0,499.99999965987826
525,2182,2800.0,699.9999996606567
526,2183,1600.0,399.999999944267
527,2184,637.4330609999996,356.2698826677603
528,2189,1200.0000000156072,296.1437662155163
529,2203,483.77764489662286,267.87940431481184
530,2205,139.28801672571234,76.30720372595924
531,2211,1599.9999999584718,399.17220502438204
532,2214,2000.0,499.99999987484904
533,2215,2903.8951550628103,1070.9107233371294
534,2217,2800.0,699.9999999692259
