path_id,o_zone_id,d_zone_id,volume,link_sequence,path_row_zero_based,class,raw_reconstructed_flow
74,1,19,-7.964026688563935e-09,2;6;9;13;25;29;49;53,73,minor,0.005769670870810206
75,1,19,-6.096784432298593e-09,1;4;16;20;18;56;61,74,minor,0.004938245686405045
76,1,19,-5.162519281536487e-09,2;7;37;39;75;65;67;45,75,minor,0.029172807796947864
77,1,19,-8.590713896617715e-09,2;7;36;32;29;49;53,76,minor,0.057857766244456155
78,1,19,-8.028518395090694e-09,2;6;10;32;29;49;53,77,minor,0.016010127587697404
79,1,20,6.799722599808034e-08,1;4;16;20;18;56,78,minor,0.007362856255272464
80,1,20,1199.9999997709403,2;7;37;39;75;64,79,major,299.0466831521539
81,1,20,3.3324368398211946e-08,1;4;16;22;50;56,80,minor,0.012541373116173815
82,1,20,5.405743282524895e-08,2;6;9;12;16;20;18;56,81,minor,0.007362856254086919
83,1,20,2.07640990921218e-08,2;7;37;39;75;65;68,82,minor,0.04608963463559884
84,1,20,2.076409920435599e-08,2;7;37;39;76;72;68,83,minor,0.7456696494950361
85,1,20,-8.114326243973031e-09,1;4;16;22;49;53;59,84,minor,0.05448504576712278
86,1,20,2.865224203159053e-08,2;6;9;12;16;22;50;56,85,minor,0.012541373136994688
87,1,20,-8.114326242841557e-09,1;4;16;20;18;55;49;53;59,86,minor,0.05472221048495189
88,1,20,1.9728938278299707e-08,2;6;9;13;25;29;50;56,87,minor,0.012541373076996598
89,1,21,400.0000000061394,2;7;37;39;75,88,major,95.42669250363296
90,1,21,1.2176678888942828e-09,2;7;37;39;76;72;69,89,minor,0.7499940684235253
91,1,21,-5.964944012834531e-10,2;6;10;34;42;73;75,90,minor,1.8907326786506802
92,1,21,-6.760500997860189e-09,2;7;36;34;42;73;75,91,minor,1.9325803230918874
93,1,22,912.9510362166766,2;7;37;39;75;65,92,major,376.6323016991699
94,1,22,687.0489627833163,2;7;37;39;76;72,93,minor,19.247816547139955
95,1,22,4.8145510997781766e-08,2;6;10;34;41;46,94,minor,0.941578950254824
96,1,22,-5.445117095671307e-09,2;7;36;34;41;46,95,minor,0.983426568738367
97,1,22,4.8145509542258355e-08,2;6;10;34;42;72,96,minor,1.0368318305311877
98,1,22,-5.445117120457741e-09,2;7;36;34;42;72,97,minor,1.0786794469810628
99,1,22,-2.180938574007042e-09,1;4;16;20;18;56;63,98,minor,0.00709814770924741
100,1,22,8.740868125559253e-07,2;6;9;13;25;28;46,99,minor,0.003312611238345642
101,1,22,4.8145509077738817e-08,2;6;10;32;28;46,100,minor,0.013553066792445445
102,1,22,-5.4451171293294714e-09,2;7;36;32;28;46,101,minor,0.055400705089524105
103,1,23,1199.9999999647655,2;7;37;39;76,102,major,297.84870376078425
104,1,23,4.8145509407298366e-08,2;6;10;34;42,103,minor,1.037096536715044
105,1,23,-5.4451171229717745e-09,2;7;36;34;42,104,minor,1.078944153159269
106,1,23,-7.465793928499152e-09,2;7;37;39;75;65;70,105,minor,0.03525521751738503
107,1,24,400.0,2;7;37;39,106,major,99.99999969895006
108,2,1,400.0,3,107,major,99.99999999989701
109,2,3,400.0000000047401,3;2,108,major,99.98575337867572
110,2,3,-4.740084248307657e-09,4;15;11;8,109,minor,0.014246620809268473
111,2,4,-4.244991370153163e-09,4;15;11,110,minor,7.04584307564815e-11
112,2,4,800.0000000042451,3;2;6,111,major,199.99999999756966
113,2,5,400.0,4;15,112,major,99.99999984926386
114,2,6,1600.0,4,113,major,399.99999990363517
115,2,7,800.0,4;16;20,114,major,199.9999993785952
116,2,8,1600.0,4;16,115,major,399.9999994161782
117,2,9,-3.526825174336827e-09,4;15;13,116,minor,0.001173625761824837
118,2,9,-7.848698547929139e-09,4;16;21,117,minor,0.0011736254983608502
119,2,9,-9.038548747785689e-09,4;16;22;48;26,118,minor,0.004670919254550487
120,2,9,800.0000000204141,3;2;6;9;13,119,major,199.99298181097663
121,2,10,-8.839417113315612e-09,4;16;22;48,120,minor,0.0017936204673016376
122,2,10,-3.5268251826776924e-09,4;15;13;25,121,minor,2.8223228615287255e-10
123,2,10,-8.839417112873782e-09,4;16;20;18;55;48,122,minor,0.002030785185212547
124,2,10,-7.848698548876042e-09,4;16;21;25,123,minor,1.623214063162237e-11
125,2,10,-8.878194769062106e-09,4;16;22;49;51,124,minor,0.00043461036610693837
126,2,10,-4.732096659733101e-09,4;15;11;10;32,125,minor,0.011955726818154003
127,2,10,2400.0000000426644,3;2;6;9;13;25,126,major,599.9837852327599
128,2,11,-4.244991370154314e-09,4;15;11;10,127,minor,0.01347331521360641
129,2,11,800.0000000520805,3;2;6;10,128,major,199.83266079679638
130,2,11,-5.057979500246999e-09,3;2;7;36,129,minor,0.05735220364499166
131,2,11,-9.193658769296635e-09,4;16;22;48;27,130,minor,0.005951578978337924
132,2,11,-8.123888793914324e-09,4;15;13;25;27,131,minor,0.004157958790727001
133,2,11,-9.193658769083812e-09,4;16;20;18;55;48;27,132,minor,0.00618874369629116
134,2,11,-7.451992393670636e-09,4;15;11;8;7;36,133,minor,0.076057432874825
135,2,11,-8.814278898399922e-09,4;16;21;25;27,134,minor,0.004157958526162048
136,2,12,400.0000000047401,3;2;7,135,major,99.99665742481785
137,2,12,-4.7400842483076705e-09,4;15;11;8;7,136,minor,0.0033425740651066294
138,2,13,1200.00000000474,3;2;7;37,137,major,299.9999999980488
139,2,13,-4.740084259337628e-09,4;15;11;8;7;37,138,minor,1.5899659366880314e-10
140,2,14,-4.244991360258944e-09,4;15;11;10;34,139,minor,0.4426339457415772
141,2,14,400.00000006699975,3;2;6;10;34,140,major,97.4478110066124
142,2,14,-8.949578737497295e-09,4;16;22;49;53;57;44,141,minor,0.004882371975716324
143,2,14,-5.057979493707256e-09,3;2;7;36;34,142,minor,0.486512834347414
144,2,14,-9.193658769098916e-09,4;16;22;48;27;34,143,minor,0.43511221056819516
145,2,14,-8.123888792853475e-09,4;15;13;25;27;34,144,minor,0.4333185901510327
146,2,14,-8.949578737133885e-09,4;16;20;18;55;49;53;57;44,145,minor,0.005119536693640639
147,2,14,-5.162519267417374e-09,3;2;7;37;39;76;71,146,minor,0.7387754965269819
148,2,14,-9.193658769193756e-09,4;16;22;48;28;44,147,minor,0.0038137822867134463
149,2,14,-8.123888793362248e-09,4;15;13;25;28;44,148,minor,0.002020162100246775
150,2,15,-7.613260133400041e-09,4;16;22;49;53;57,149,minor,0.006834570818375407
151,2,15,-7.613260131487896e-09,4;16;20;18;55;49;53;57,150,minor,0.007071735536140676
152,2,15,-8.585877473439238e-09,4;16;22;48;28,151,minor,0.005765981132425407
153,2,15,400.0000000357226,4;15;13;25;28,152,major,98.9998982102118
154,2,15,-4.8604778735721985e-09,4;16;20;18;56;61;57,153,minor,0.006003145676540386
155,2,15,-4.860477209097443e-09,4;16;20;18;56;63;67,154,minor,0.009315055034053284
156,2,15,-8.585877472780256e-09,4;16;20;18;55;48;28,155,minor,0.006003145850305813
157,2,15,-6.777843948587316e-09,4;16;21;25;28,156,minor,0.003972360677991574
158,2,15,-5.1179347862920355e-09,4;16;22;50;56;61;57,157,minor,0.011181662592826214
159,2,15,1.8292432123515692e-08,4;15;11;10;34;41,158,minor,0.9439539571940095
160,2,16,1149.3675851789326,4;16;22,159,major,399.9245756826525
161,2,16,450.6324148210674,4;16;20;18;55,160,minor,0.0754236612477277
162,2,17,501.7287580179012,4;16;22;49,161,major,199.93860226230262
163,2,17,298.2712419820988,4;16;20;18;55;49,162,minor,0.061397056493920465
164,2,19,-5.543889331701471e-09,4;16;22;49;53,163,minor,0.005769670823764533
165,2,19,-5.543889325204027e-09,4;16;20;18;55;49;53,164,minor,0.0060068355412851715
166,2,19,399.9999999236288,4;16;20;18;56;61,165,major,99.97810609035017
167,2,19,8.74589631158537e-08,4;16;22;50;56;61,166,minor,0.010116763022026756
168,2,20,399.9999999286763,4;16;20;18;56,167,major,99.87825074589243
169,2,20,8.745896311641675e-08,4;16;22;50;56,168,minor,0.012541373461648242
170,2,20,-8.067608425550998e-09,4;16;22;49;53;59,169,minor,0.054485045771866775
171,2,20,-8.067608424362922e-09,4;16;20;18;55;49;53;59,170,minor,0.05472221048968616
172,2,22,-2.0803349788010156e-09,4;16;20;18;56;63,171,minor,0.007098147714903927
173,2,22,-8.259647793853882e-09,4;16;22;49;53;57;46,172,minor,0.004380499016752845
174,2,22,-4.5742000711908265e-09,4;16;20;18;56;62;65,173,minor,0.015674635270371093
175,2,22,-2.6755324929111963e-09,4;16;22;50;56;63,174,minor,0.012276664626205136
176,2,22,-8.259647792865874e-09,4;16;20;18;55;49;53;57;46,175,minor,0.00461766373459499
177,2,22,-8.446629513520838e-09,4;16;22;49;53;59;63,176,minor,0.05422033747763562
178,2,22,-8.840938614716886e-09,4;16;22;48;28;46,177,minor,0.003311909328616372
179,2,22,400.0000000538551,3;2;7;37;39;75;65,178,major,99.89335235335236
180,2,22,-3.573874819765814e-09,4;15;13;25;28;46,179,minor,0.0015182891395473241
181,2,22,-7.144369739088798e-09,4;16;20;18;56;61;57;46,180,minor,0.003549073880932785
182,3,1,400.0,5,181,major,99.99999999957083
183,3,2,400.00000000474006,5;1,182,major,99.99222948166883
184,3,2,-4.7400842049139485e-09,6;9;12;14,183,minor,0.007770517797987986
185,3,4,800.0,6,184,major,199.99999999815515
186,3,5,400.0,6;9,185,major,99.99999999584273
187,3,6,34.1770160778206,6;9;12,186,minor,0.03802263650954474
188,3,6,1165.8229839221794,5;1;4,187,major,299.96197726659244
189,3,7,20.83185917332089,6;9;12;16;20,188,minor,0.04653712185861847
190,3,7,379.1681407645896,5;1;4;16;20,189,major,99.94280006654401
191,3,7,6.208951835459244e-08,6;9;12;16;22;50;54,190,minor,0.010662189659401577
192,3,8,28.14511214847515,6;9;12;16,191,minor,0.044292599026954704
193,3,8,771.8548878515248,5;1;4;16,192,major,199.95570681661806
194,3,9,400.0,6;9;13,193,major,99.99999998200637
195,3,10,1199.999999962028,6;9;13;25,194,major,299.9130567395194
196,3,10,-5.421529400958721e-09,7;36;32,195,minor,0.060293223584229866
197,3,10,5.2238761074949295e-08,6;10;32,196,minor,0.018445585430069467
198,3,10,-8.845333116873012e-09,6;9;12;16;22;48,197,minor,0.008204427876476433
199,3,11,1200.0000000050582,6;10,198,major,299.9381891770641
200,3,11,-5.0579795024274084e-09,7;36,199,minor,0.06181081197225081
201,3,12,800.0,7,200,major,199.99999999939797
202,3,13,400.0,7;37,201,major,99.9999999987228
203,3,14,400.0000000102205,6;10;34,202,major,98.7657943899898
204,3,14,-5.057979493703564e-09,7;36;34,203,minor,0.49097144267467285
205,3,14,-5.162519267413721e-09,7;37;39;76;71,204,minor,0.7432341048544744
206,3,15,5.2238768832259986e-08,6;10;34;41,205,minor,0.950443831543826
207,3,15,-5.421529357718801e-09,7;36;34;41,206,minor,0.9922914478811944
208,3,15,-5.511394182915907e-09,7;37;39;75;65;67,207,minor,0.04283772323564908
209,3,15,399.9999999370023,6;9;13;25;28,208,major,94.88206669384404
210,3,15,-5.5113941811718535e-09,7;37;39;76;72;67,209,minor,0.7424177327598375
211,3,15,5.223876240294787e-08,6;10;32;28,210,minor,0.022417946182122866
212,3,15,-5.421529393524763e-09,7;36;32;28,211,minor,0.0642655842432957
213,3,15,-5.511394179657596e-09,7;37;39;76;71;41,212,minor,1.2445541101239217
214,3,15,-8.26953664880642e-09,6;9;12;16;22;49;53;57,213,minor,0.013245378227941654
215,3,15,-5.833065205496156e-09,6;10;34;42;72;67,214,minor,1.0454595232614983
216,3,16,17.45296711363304,6;9;12;16;22,215,minor,0.041765793309861854
217,3,16,1.1877678306111067e-07,6;9;13;25;29,216,minor,0.009722717263343672
218,3,16,-5.578725056708573e-09,7;36;32;29,217,minor,0.06181081200644012
219,3,16,3.19592199264884e-08,6;10;32;29,218,minor,0.019963173680524582
220,3,16,16.159257067013435,6;9;12;16;20;18;55,219,minor,0.04125754742455462
221,3,16,476.5656917626145,5;1;4;16;22,220,major,199.6762768577997
222,3,16,1.325115971001712e-08,6;9;13;25;30;52,221,minor,0.00878324409060155
223,3,16,-6.1747694568717814e-09,7;36;32;30;52,222,minor,0.06087133936844094
224,3,16,6.9274150084582226e-09,6;10;32;30;52,223,minor,0.019023700773893454
225,3,16,289.82208389757795,5;1;4;16;20;18;55,224,minor,0.06052415764972441
226,3,17,-7.653504546480661e-09,6;9;12;16;22;49,225,minor,0.009722716725228425
227,3,17,-7.695497007000999e-09,6;9;13;25;29;49,226,minor,0.009722716721377839
228,3,17,-8.467072552733155e-09,7;36;32;29;49,227,minor,0.061810812093745185
229,3,17,-7.777778777248358e-09,6;10;32;29;49,228,minor,0.019963173437195447
230,3,17,-7.653504544643248e-09,6;9;12;16;20;18;55;49,229,minor,0.009959881442998975
231,3,17,400.0000000077353,6;9;13;25;30,230,major,99.76776476858038
232,3,17,-5.42152939350769e-09,7;36;32;30,231,minor,0.05935305048936178
233,3,17,5.2238762406160887e-08,6;10;32;30,232,minor,0.017505412313193455
234,3,17,-7.653504592122886e-09,5;1;4;16;22;49,233,minor,0.003311909359922524
235,3,17,-7.651704457916102e-09,7;37;39;75;65;67;45;58,234,minor,0.04088552451829125
236,3,22,206.9772881656993,7;37;39;75;65,235,major,85.53193282133842
237,3,22,193.02271083211733,7;37;39;76;72,236,minor,10.31040791841875
238,3,22,4.814551184809454e-08,6;10;34;41;46,237,minor,0.9479897577458478
239,3,22,-5.445117080350281e-09,7;36;34;41;46,238,minor,0.9898373760925196
240,3,22,4.8145510376650395e-08,6;10;34;42;72,239,minor,1.04324263802221
241,3,22,-5.445117105144457e-09,7;36;34;42;72,240,minor,1.0850902543352146
242,3,22,8.740822450006646e-07,6;9;13;25;28;46,241,minor,0.009723421376822111
243,3,22,4.814550990623444e-08,6;10;32;28;46,242,minor,0.019963874283468852
244,3,22,-5.445117114018808e-09,7;36;32;28;46,243,minor,0.06181151244367586
245,3,23,399.9999999572996,7;37;39;76,244,major,97.87113736386848
246,3,23,4.8145509806691665e-08,6;10;34;42,245,minor,1.0435073442060676
247,3,23,-5.445117115960936e-09,7;36;34;42,246,minor,1.0853549605134212
248,4,1,2000.0,8;5,247,major,499.9999999978903
249,4,2,-4.244991318218092e-09,9;12;14,248,minor,0.0012806595534150672
250,4,2,800.000000004245,8;5;1,249,major,199.99871933823292
251,4,3,800.0,8,250,major,199.9999999983195
252,4,5,2000.0,9,251,major,499.99999999768755
253,4,6,1600.0,9;12,252,major,399.9999999454498
254,4,7,1600.0,9;12;16;20,253,major,399.99999942040984
255,4,8,2800.0,9;12;16,254,major,699.9999994579928
256,4,9,2800.0,9;13,255,major,699.9999999838512
257,4,10,4799.999999947761,9;13;25,256,major,1199.9880442512233
258,4,10,5.2238760575452266e-08,10;32,257,minor,0.011955727031683669
259,4,11,5600.0,10,258,major,1399.9999999908812
260,4,12,2400.000000006716,8;7,259,major,599.9858237782903
261,4,12,-6.71557332781679e-09,10;33,260,minor,0.014176219427143408
262,4,13,2400.000000006716,8;7;37,261,major,599.9891663515245
263,4,13,-6.71557332781679e-09,10;33;37,262,minor,0.010833645517731916
264,4,14,2000.0,10;34,263,major,499.9999999393638
265,4,15,5.223876722329061e-08,10;34;41,264,minor,0.9439539731454396
266,4,15,1999.999999926256,9;13;25;28,265,major,497.9706412305781
267,4,15,5.2238760808431014e-08,10;32;28,266,minor,0.015928087783737555
268,4,15,-8.269536650280013e-09,9;12;16;22;49;53;57,267,minor,0.006755519972232879
269,4,15,-5.8330652140113925e-09,10;34;42;72;67,268,minor,1.0389696650136953
270,4,15,-8.29248238278431e-09,9;13;25;29;49;53;57,269,minor,0.006755519968255311
271,4,15,-8.338077161133549e-09,10;32;29;49;53;57,270,minor,0.016995976686695988
272,4,16,2617.4931061998545,9;12;16;22,271,major,799.8994717227303
273,4,16,1.1877709993277202e-07,9;13;25;29,272,minor,0.0032328586490472794
274,4,16,3.1959222230515e-08,10;32;29,273,minor,0.013473315347944367
275,4,16,582.5068936494091,9;12;16;20;18;55,274,minor,0.0838214889877491
276,4,17,-7.653504549208617e-09,9;12;16;22;49,275,minor,0.0032328584715187875
277,4,17,-7.695497009481879e-09,9;13;25;29;49,276,minor,0.0032328584675318933
278,4,17,-7.777778779545452e-09,10;32;29;49,277,minor,0.013473315183082687
279,4,17,-7.653504547371336e-09,9;12;16;20;18;55;49,278,minor,0.0034700231892891564
280,4,17,1999.9999999944891,9;13;25;30,279,major,499.00586228540976
281,4,17,5.223876080851148e-08,10;32;30,280,minor,0.01101555391480774
282,4,17,-5.436324050751654e-09,10;34;41;45;58,281,minor,0.9420017522947255
283,4,17,-5.075212565751821e-09,9;13;25;28;45;58,282,minor,0.003735431945857459
284,4,17,-5.43632408954698e-09,10;32;28;45;58,283,minor,0.013975888649961021
285,4,18,399.9999998477351,9;12;16;20;18,284,major,99.97076369308883
286,4,18,8.745896310738464e-08,9;12;16;22;50,285,minor,0.006331756814845574
287,4,18,4.547475520907265e-08,9;13;25;29;50,286,minor,0.006331756677873834
288,4,18,1.9331175426660848e-08,10;32;29;50,287,minor,0.01657221336967995
289,4,19,-7.997866291924036e-09,9;12;16;22;49;53,288,minor,0.005690619982470082
290,4,19,5.223876782716116e-08,10;34;41;45,289,minor,0.9366998648967071
291,4,19,-8.02851838736517e-09,9;13;25;29;49;53,290,minor,0.0056906199785022316
292,4,19,-8.089049847377557e-09,10;32;29;49;53,291,minor,0.015931076695686178
293,4,19,799.9999999291678,9;13;25;28;45,292,major,198.99982065634146
294,4,19,-7.997866290583838e-09,9;12;16;20;18;55;49;53,293,minor,0.005927784700281366
295,4,19,5.22387614068835e-08,10;32;28;45,294,minor,0.008673979535004511
296,4,19,3.642623611940472e-09,9;13;25;30;53,295,minor,0.0032328584579488645
297,4,19,-6.364379312200835e-09,9;12;16;20;18;56;61,296,minor,0.004859194844769724
298,4,19,1.1898325697348732e-09,10;32;30;53,297,minor,0.013473315135670044
299,4,20,1199.9999997604289,9;12;16;20;18;56,298,major,296.80898397843976
300,4,20,8.74589593176707e-08,9;12;16;22;50;56,299,minor,0.012462322610133775
301,4,20,4.5474755712511456e-08,9;13;25;29;50;56,300,minor,0.012462322344468285
302,4,20,-8.067608427020765e-09,9;12;16;22;49;53;59,301,minor,0.05440599492348989
303,4,20,1.9331175676420956e-08,10;34;41;45;59,302,minor,0.9854152246996146
304,4,20,-8.096177462201086e-09,9;13;25;29;49;53;59,303,minor,0.05440599492021206
305,4,20,1.9331175362279144e-08,10;32;29;50;56,304,minor,0.022702778956137037
306,4,20,4.5474755814294535e-08,9;13;25;28;45;59,305,minor,0.0471488984492075
307,4,20,1.9331805916342515e-08,10;34;42;72;68,306,minor,1.0486323904956778
308,4,20,1.9331807226350545e-08,10;34;41;46;68,307,minor,0.9533795115916092
309,4,21,800.000000006803,8;7;37;39;75,308,major,195.1738688010971
310,4,21,1.112606167895739e-09,10;34;42;73;75,309,minor,1.890653628246374
311,4,21,1.1126064072922111e-09,10;34;41;46;69,310,minor,0.9577039291225623
312,4,21,1.1126062538050234e-09,10;34;42;72;69,311,minor,1.052956807158915
313,4,21,3.528004320309894e-09,9;13;25;28;46;69,312,minor,0.019437610826243956
314,4,21,1.1126061988312351e-09,10;32;28;46;69,313,minor,0.029678067484059767
315,4,21,-6.7155733256139355e-09,10;33;37;39;75,314,minor,0.06596579050939155
316,4,21,1.217667850575412e-09,8;7;37;39;76;72;69,315,minor,0.7706514964778486
317,4,21,-4.198318951223662e-09,9;12;16;20;18;56;62,316,minor,0.015860292796081643
318,4,21,-5.0853254233427755e-09,9;12;16;20;18;56;63;69,317,minor,0.023223148812051536
319,4,22,5.2238767323431726e-08,10;34;41;46,318,minor,0.9414999012876444
320,4,22,5.2238762593760255e-08,10;34;42;72,319,minor,1.0367527817589517
321,4,22,1599.9999997512537,9;13;25;28;46,320,major,395.2929474557035
322,4,22,5.22387609076768e-08,10;32;28;46,321,minor,0.013474015925942717
323,4,22,5.5684206264568885e-08,8;7;37;39;75;65,322,minor,0.054867438046376005
324,4,22,-4.954031351509208e-10,10;34;42;73;75;65,323,minor,1.8903889192865244
325,4,22,5.568420684167467e-08,8;7;37;39;76;72,324,minor,0.7544474651205126
326,4,22,-2.2810643199556182e-09,9;12;16;20;18;56;63,325,minor,0.007019096867468086
327,4,22,-8.269536650188147e-09,9;12;16;22;49;53;57;46,326,minor,0.004301448168389482
328,4,22,-8.292482382698671e-09,9;13;25;29;49;53;57;46,327,minor,0.004301448164383825
329,4,23,1.1764072187414206e-06,10;34;42,328,minor,1.0370180708343306
330,4,23,1999.9999988303084,8;7;37;39;76,329,major,498.1974357978172
331,4,23,-6.715573327602259e-09,10;33;37;39;76,330,minor,0.7655457982559507
332,4,24,800.0000000056029,8;7;37;39,331,major,198.14836522937722
333,4,24,1.1126061679205675e-09,10;34;42;73,332,minor,1.8381611530942115
334,4,24,-6.715573325611765e-09,10;33;37;39,333,minor,0.013473315210172476
335,5,1,800.0000000035942,11;8;5,334,major,199.99999999518246
336,5,1,-3.594191497633448e-09,12;14;3,335,minor,1.209289751669118e-10
337,5,2,400.0,12;14,336,major,99.99999985108288
338,5,3,400.0,11;8,337,major,99.99999999573257
339,5,4,2000.0,11,338,major,499.99999999741306
340,5,6,800.0,12,339,major,199.99999994776226
341,5,7,800.0,12;16;20,340,major,199.99999942272228
342,5,8,2000.0,12;16,341,major,499.9999994603053
343,5,9,3200.0,13,342,major,799.9999999861636
344,5,10,4000.0,13;25,343,major,999.9999999805675
345,5,11,2000.0,11;10,344,major,499.99999998829423
346,5,12,800.0000000067155,11;8;7,345,major,199.98734136432694
347,5,12,-6.715573325611388e-09,11;10;33,346,minor,0.012658630803605547
