tier,o_zone_id,d_zone_id,volume,vehicle_fraction_assumption,persons_per_vehicle_assumption,status
smoke,1,80,0.04114512157356386,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,13,80,0.035636824122550204,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,13,30,0.03423085344104728,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,14,11,0.08138650448836769,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,14,34,0.07586409906486584,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,14,94,0.05772931968095552,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,14,30,0.057191107479669684,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,14,91,0.05557899611045913,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,15,80,0.03926213002381215,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,15,94,0.03257354295496004,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,15,91,0.026403643365902674,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,15,11,0.02259831792791317,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,15,57,0.01889569906074532,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,16,80,0.028115893944863666,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,16,91,0.026849510161854665,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,16,17,0.019961418540365754,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,16,94,0.019444250425483176,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,16,30,0.018162260260766065,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,17,91,0.16327848087522134,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,17,80,0.11806961903776925,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,17,87,0.10274225103122452,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,17,30,0.09879792917801138,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,17,86,0.09097838654444022,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,18,91,0.07853678861277805,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,18,80,0.07564406229613975,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,18,17,0.06220993022509172,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,18,30,0.06105228701499373,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,18,11,0.05642359851766348,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,19,91,0.037170194767304716,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,19,80,0.03562459059677477,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,19,30,0.03134624072059564,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,19,17,0.02991637262400187,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,19,11,0.029409267957989666,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,20,91,0.06401721996029607,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,20,30,0.05407371611448997,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,20,17,0.05034555898775701,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,20,80,0.045913997474543895,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,20,87,0.040849507462913125,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,21,91,0.0466550869568677,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,21,30,0.04577013024171544,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,21,80,0.04220840295025866,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,21,11,0.04183835564404431,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,21,17,0.03819469087378057,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,22,91,0.03174598396543354,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,22,30,0.029177764653227772,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,22,17,0.024746036709596922,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,22,80,0.022829082716499197,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,22,87,0.020301131955242566,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,23,91,0.03654101976818646,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,23,30,0.03538518810400388,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,23,17,0.02868674687615041,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,23,80,0.02697446154342222,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,23,11,0.024945917041570394,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,24,30,0.029804815600925474,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,24,91,0.02887787167686262,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,24,11,0.02508636148384262,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,24,80,0.024019615973180017,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,24,17,0.023411335265189265,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,25,30,0.037232482432025676,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,25,91,0.03616039578963103,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,25,11,0.03506374841230949,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,25,80,0.0314190425862317,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,25,17,0.02945766411313545,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,26,11,0.04328834344346519,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,26,30,0.03688523225737669,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,26,91,0.03590334892854584,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,26,34,0.034392890540162056,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,26,80,0.03326351816378358,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,27,30,0.061971461058108364,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,27,91,0.0605144776153081,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,27,11,0.054792997697899214,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,27,80,0.04913678909627755,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,27,17,0.04851760786574008,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,28,30,0.04647591031867851,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,28,91,0.045551495975632905,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,28,11,0.04387092776412998,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,28,34,0.040834846808012755,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,28,80,0.03713348580021254,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,29,11,0.027603883633095155,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,29,34,0.02452629512872719,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,29,30,0.022464448245705936,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,29,91,0.02178750640357967,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,29,80,0.02015119992222539,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,30,91,0.14216104133593027,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,30,17,0.11485976062664953,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,30,80,0.11152874752888452,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,30,11,0.09863950221460278,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,30,87,0.09041094829393297,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,31,91,0.06944250750002402,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,31,30,0.06169549349665864,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,31,80,0.06030611543342849,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,31,17,0.05678213017849592,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,31,11,0.049907086724726296,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,32,34,0.023809336240024726,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,32,11,0.02377957918293656,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,32,30,0.023564263839686076,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,32,91,0.023093900517417488,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,32,80,0.019086253553268488,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,33,34,0.05513500847294706,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,33,11,0.05111530221863578,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,33,30,0.05069206583042989,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,33,91,0.050182492905553246,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,33,80,0.04060846390576739,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,34,11,0.12229485030429309,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,34,30,0.1004326465156387,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,34,91,0.097840159168728,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,34,14,0.08807688057022973,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,34,94,0.08670836682422557,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,35,34,0.03822467121828604,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,35,11,0.03274468697348996,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,35,30,0.030142989669020803,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,35,91,0.02966195186308816,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,35,80,0.024692366942781704,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,36,11,0.029525061864498645,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,36,34,0.027951365515981066,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,36,30,0.02285320507547999,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,36,91,0.02215763866654064,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,36,94,0.02097939554416634,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,37,34,0.03047042589632576,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,37,11,0.029773541395803366,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,37,30,0.02565836115227305,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,37,91,0.02489520099076602,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,37,80,0.022002470564831803,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,38,91,0.022350775802410603,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,38,30,0.017729445095341224,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,38,17,0.015670733005315966,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,38,87,0.014331437250990555,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,38,80,0.013989350657701358,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,39,80,0.01110758766145948,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,39,91,0.00796735005638748,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,39,86,0.004996789936986664,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,39,87,0.0041190885732229785,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,39,92,0.00370199189841179,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,40,80,0.03595258297432578,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,40,91,0.01916501444449094,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,40,86,0.012420474851617125,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,40,94,0.01160095114735901,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,40,57,0.010787783045480842,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,41,80,0.05583374233288737,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,41,91,0.03716085743906379,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,41,86,0.023757890441144267,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,41,87,0.019406518134325496,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,41,94,0.01850765831924575,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,42,80,0.05828706489704826,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,42,91,0.04265439706937091,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,42,86,0.02726398169282643,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,42,87,0.022302810093929978,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,42,94,0.019891746246824434,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,43,80,0.08614145928760397,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,43,91,0.05157124457553056,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,43,86,0.03406995638775066,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,43,94,0.02923220892808417,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,43,87,0.027518464154363986,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,44,80,0.055464331479540996,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,44,91,0.03652720573550541,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,44,86,0.02377414174500186,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,44,87,0.019293433524613223,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,44,94,0.01880755418200517,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,45,80,0.05180545931720227,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,45,91,0.03602035376915786,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,45,86,0.023810492544104653,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,45,87,0.019243602264351668,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,45,94,0.018453425438516906,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,46,80,0.07073010532142303,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,46,91,0.04456894112805024,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,46,86,0.030267775078613085,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,46,94,0.027593762514624157,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,46,87,0.024439415957289518,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,47,80,0.058977069216870244,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,47,91,0.03282498020623178,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,47,94,0.02590773937933243,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,47,57,0.0233190350263896,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,47,86,0.022437842837842645,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,48,80,0.07869939426222143,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,48,91,0.05207709539211056,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,48,86,0.03573252705413154,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,48,94,0.035544354476297245,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,48,57,0.029946628815239226,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,49,80,0.04248187002682141,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,49,91,0.03182683485538806,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,49,86,0.02185883691842878,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,49,94,0.019722768151915298,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,49,87,0.01797635671411313,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,50,80,0.035028770877991,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,50,91,0.02798049063853245,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,50,86,0.01920389706492884,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,50,94,0.016565994190148568,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,50,87,0.01588751389506581,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,51,80,0.0528061187396937,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,51,91,0.030398733837548316,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,51,94,0.026099029925450403,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,51,57,0.022825033553148494,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,51,59,0.021737750610825748,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,52,80,0.047563335084287874,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,52,91,0.03016958316783315,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,52,94,0.023571553329973474,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,52,86,0.020719881741297155,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,52,57,0.01957564667660837,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,53,80,0.051774579624079865,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,53,91,0.03469974543107369,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,53,94,0.02580705403929401,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,53,86,0.023830211469563014,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,53,57,0.020955076102656095,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,54,80,0.03791291733419911,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,54,91,0.026794141026316765,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,54,94,0.01908082903431232,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,54,86,0.018389988058602594,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,54,17,0.015688791213235867,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,55,80,0.04086692237267328,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,55,91,0.03226692615523344,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,55,86,0.022069370864330067,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,55,94,0.020884516330400334,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,55,17,0.019112264277362897,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,56,80,0.10800364108687031,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,56,94,0.059498086392660854,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,56,91,0.055289743166165604,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,56,57,0.05130521957049653,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,56,59,0.049369976450473425,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,57,80,0.14450970239522967,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,57,94,0.07792227795192151,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,57,91,0.07741212343676539,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,57,59,0.0679850117383179,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,57,61,0.06257088447776558,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,58,80,0.12603221328780773,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,58,94,0.07353053017234853,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,58,91,0.06535236671025031,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,58,57,0.06117755554962976,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,58,59,0.05950733427996368,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,59,80,0.13511281831193636,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,59,94,0.07746496893492494,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,59,91,0.07342135651946087,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,59,57,0.06779902619965682,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,59,61,0.06220183003402102,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,60,80,0.10093745517042864,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,60,94,0.06235943550722394,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,60,91,0.05300500335878133,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,60,57,0.04964441331919944,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,60,59,0.04872035931103328,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,61,80,0.12477969280808437,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,61,94,0.07585849057435727,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,61,91,0.0688271738543101,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,61,57,0.062566526006736,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,61,59,0.062368116756512264,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,62,80,0.10016848428069376,0.2,1.5,hypothetical vehicle scenario; not observed mode share
smoke,62,94,0.06508717377025822,0.2,1.5,hypothetical vehicle scenario; not observed mode share
